Date,Type,Action,Symbol,Instrument Type,Description,Value,Quantity,Average Price,Commissions,Fees,Multiplier,Underlying Symbol,Expiration Date,Strike Price,Call or Put,Order #
2021-04-09T21:22:06.538CEST,Trade,BUY_TO_CLOSE,SPX   221216C06000000,Equity Option,Bought 3 SPX 12/16/22 Call 6000.00 @ 11.42,"-3,426.00",3,"-1,142.00",0.00,-2.35,100,SPX,12/16/22,6000.0,CALL,142723933
2021-04-09T20:45:20.752CEST,Trade,SELL_TO_CLOSE,SPX   221216C04700000,Equity Option,Sold 2 SPX 12/16/22 Call 4700.00 @ 124.58,"24,916.00",2,"12,458.00",0.00,-1.574,100,SPX,12/16/22,4700.0,CALL,142715722
2021-04-09T20:45:20.748CEST,Trade,BUY_TO_CLOSE,SPX   221216C06000000,Equity Option,Bought 6 SPX 12/16/22 Call 6000.00 @ 11.46,"-6,876.00",6,"-1,146.00",0.00,-4.71,100,SPX,12/16/22,6000.0,CALL,142715722
2021-04-09T16:25:25.690CEST,Trade,BUY_TO_CLOSE,SPX   211217C04900000,Equity Option,Bought 6 SPX 12/17/21 Call 4900.00 @ 13.83,"-8,298.00",6,"-1,383.00",0.00,-4.71,100,SPX,12/17/21,4900.0,CALL,142582559
2021-04-09T16:25:25.690CEST,Trade,SELL_TO_CLOSE,SPX   211217C04300000,Equity Option,Sold 2 SPX 12/17/21 Call 4300.00 @ 123.99,"24,798.00",2,"12,399.00",0.00,-1.574,100,SPX,12/17/21,4300.0,CALL,142582559
2021-04-05T17:17:32.694CEST,Trade,BUY_TO_CLOSE,SPX   211217C04900000,Equity Option,Bought 6 SPX 12/17/21 Call 4900.00 @ 11.42,"-6,852.00",6,"-1,142.00",0.00,-4.71,100,SPX,12/17/21,4900.0,CALL,141572262
2021-04-05T17:17:32.694CEST,Trade,SELL_TO_CLOSE,SPX   211217C04300000,Equity Option,Sold 2 SPX 12/17/21 Call 4300.00 @ 107.76,"21,552.00",2,"10,776.00",0.00,-1.574,100,SPX,12/17/21,4300.0,CALL,141572262
2021-04-05T17:09:19.438CEST,Trade,BUY_TO_CLOSE,SPX   221216C06000000,Equity Option,Bought 9 SPX 12/16/22 Call 6000.00 @ 10.04,"-9,036.00",9,"-1,004.00",0.00,-7.06,100,SPX,12/16/22,6000.0,CALL,141566713
2021-04-05T17:09:19.436CEST,Trade,SELL_TO_CLOSE,SPX   221216C04700000,Equity Option,Sold 3 SPX 12/16/22 Call 4700.00 @ 112.02,"33,606.00",3,"11,202.00",0.00,-2.356,100,SPX,12/16/22,4700.0,CALL,141566713
2021-04-01T19:10:53.555CEST,Trade,BUY_TO_OPEN,SPX   221216C04700000,Equity Option,Bought 2 SPX 12/16/22 Call 4700.00 @ 97.99,"-19,598.00",2,"-9,799.00",-2.00,-1.57,100,SPX,12/16/22,4700.0,CALL,141312146
2021-04-01T19:10:53.546CEST,Trade,SELL_TO_OPEN,SPX   221216C04200000,Equity Option,Sold 2 SPX 12/16/22 Call 4200.00 @ 268.69,"53,738.00",2,"26,869.00",-2.00,-1.574,100,SPX,12/16/22,4200.0,CALL,141312146
2021-04-01T16:54:31.291CEST,Trade,BUY_TO_CLOSE,SPX   211217C04900000,Equity Option,Bought 6 SPX 12/17/21 Call 4900.00 @ 8.70,"-5,220.00",6,-870.00,0.00,-4.71,100,SPX,12/17/21,4900.0,CALL,141232109
2021-04-01T16:54:31.291CEST,Trade,SELL_TO_CLOSE,SPX   211217C04300000,Equity Option,Sold 3 SPX 12/17/21 Call 4300.00 @ 85.40,"25,620.00",3,"8,540.00",0.00,-2.356,100,SPX,12/17/21,4300.0,CALL,141232109
2021-03-31T17:12:18.319CEST,Trade,BUY_TO_CLOSE,SPX   211217C04900000,Equity Option,Bought 3 SPX 12/17/21 Call 4900.00 @ 7.90,"-2,370.00",3,-790.00,0.00,-2.36,100,SPX,12/17/21,4900.0,CALL,140940281
2021-03-31T17:11:29.454CEST,Trade,BUY_TO_CLOSE,SPX   211217C04900000,Equity Option,Bought 3 SPX 12/17/21 Call 4900.00 @ 7.82,"-2,346.00",3,-782.00,0.00,-2.36,100,SPX,12/17/21,4900.0,CALL,140939704
2021-03-31T17:11:29.445CEST,Trade,SELL_TO_CLOSE,SPX   211217C04300000,Equity Option,Sold 1 SPX 12/17/21 Call 4300.00 @ 80.51,"8,051.00",1,"8,051.00",0.00,-0.792,100,SPX,12/17/21,4300.0,CALL,140939704
