Date,Type,Action,Symbol,Instrument Type,Description,Value,Quantity,Average Price,Commissions,Fees,Multiplier,Underlying Symbol,Expiration Date,Strike Price,Call or Put,Order #
2020-12-29T14:41:08-0500,Trade,BUY_TO_CLOSE,SPX   211217C03700000,Equity Option,Bought 5 SPX 12/17/21 Call 3700.00 @ 300.34,"-150,170.00",5,"-30,034.00",0.00,-3.93,100,SPX,12/17/21,3700.0,CALL,120744695
2020-12-29T14:41:08-0500,Trade,SELL_TO_CLOSE,SPX   211217C04000000,Equity Option,Sold 15 SPX 12/17/21 Call 4000.00 @ 139.89,"209,835.00",15,"13,989.00",0.00,-11.82,100,SPX,12/17/21,4000.0,CALL,120744695
2020-12-29T14:41:08-0500,Trade,BUY_TO_CLOSE,SPX   211217C03700000,Equity Option,Bought 5 SPX 12/17/21 Call 3700.00 @ 300.33,"-150,165.00",5,"-30,033.00",0.00,-3.93,100,SPX,12/17/21,3700.0,CALL,120744695
2020-12-29T14:37:20-0500,Trade,BUY_TO_CLOSE,SPX   211217C04900000,Equity Option,Bought 30 SPX 12/17/21 Call 4900.00 @ 9.00,"-27,000.00",30,-900.00,0.00,-23.57,100,SPX,12/17/21,4900.0,CALL,120743405
2020-12-29T14:35:52-0500,Trade,BUY_TO_CLOSE,SPX   211217C04900000,Equity Option,Bought 15 SPX 12/17/21 Call 4900.00 @ 9.04,"-13,560.00",15,-904.00,0.00,-11.79,100,SPX,12/17/21,4900.0,CALL,120742830
2020-12-29T14:35:52-0500,Trade,SELL_TO_CLOSE,SPX   211217C04000000,Equity Option,Sold 5 SPX 12/17/21 Call 4000.00 @ 140.12,"70,060.00",5,"14,012.00",0.00,-3.94,100,SPX,12/17/21,4000.0,CALL,120742830
2020-12-29T14:31:15-0500,Trade,BUY_TO_CLOSE,SPX   211217C03700000,Equity Option,Bought 5 SPX 12/17/21 Call 3700.00 @ 301.06,"-150,530.00",5,"-30,106.00",0.00,-3.93,100,SPX,12/17/21,3700.0,CALL,120741327
2020-12-29T14:31:15-0500,Trade,SELL_TO_CLOSE,SPX   211217C04000000,Equity Option,Sold 15 SPX 12/17/21 Call 4000.00 @ 140.37,"210,555.00",15,"14,037.00",0.00,-11.82,100,SPX,12/17/21,4000.0,CALL,120741327
2020-12-29T14:31:15-0500,Trade,BUY_TO_CLOSE,SPX   211217C03700000,Equity Option,Bought 5 SPX 12/17/21 Call 3700.00 @ 301.05,"-150,525.00",5,"-30,105.00",0.00,-3.93,100,SPX,12/17/21,3700.0,CALL,120741327
2020-12-29T14:28:33-0500,Trade,BUY_TO_CLOSE,SPX   211217C04900000,Equity Option,Bought 30 SPX 12/17/21 Call 4900.00 @ 9.00,"-27,000.00",30,-900.00,0.00,-23.57,100,SPX,12/17/21,4900.0,CALL,120740471
