Date,Type,Action,Symbol,Instrument Type,Description,Value,Quantity,Average Price,Commissions,Fees,Multiplier,Underlying Symbol,Expiration Date,Strike Price,Call or Put,Order #
2021-04-15T21:44:56.315CEST,Trade,BUY_TO_CLOSE,SPX   211217C04100000,Equity Option,Bought 1 SPX 12/17/21 Call 4100.00 @ 265.32,"-26,532.00",1,"-26,532.00",0.00,-0.78,100,SPX,12/17/21,4100.0,CALL,143845314
2021-04-15T21:44:56.315CEST,Trade,SELL_TO_CLOSE,SPX   211217C04300000,Equity Option,Sold 2 SPX 12/17/21 Call 4300.00 @ 152.16,"30,432.00",2,"15,216.00",0.00,-1.574,100,SPX,12/17/21,4300.0,CALL,143845314
2021-04-15T17:24:11.874CEST,Trade,BUY_TO_CLOSE,SPX   221216C06000000,Equity Option,Bought 6 SPX 12/16/22 Call 6000.00 @ 12.38,"-7,428.00",6,"-1,238.00",0.00,-4.71,100,SPX,12/16/22,6000.0,CALL,143736834
2021-04-15T17:24:11.874CEST,Trade,SELL_TO_CLOSE,SPX   221216C04700000,Equity Option,Sold 2 SPX 12/16/22 Call 4700.00 @ 142.14,"28,428.00",2,"14,214.00",0.00,-1.574,100,SPX,12/16/22,4700.0,CALL,143736834
2021-04-13T21:32:24.850CEST,Trade,SELL_TO_CLOSE,SPX   211217C04300000,Equity Option,Sold 1 SPX 12/17/21 Call 4300.00 @ 141.70,"14,170.00",1,"14,170.00",0.00,-0.782,100,SPX,12/17/21,4300.0,CALL,143292364
2021-04-09T21:22:06.529CEST,Trade,BUY_TO_CLOSE,SPX   221216C06000000,Equity Option,Bought 3 SPX 12/16/22 Call 6000.00 @ 11.42,"-3,426.00",3,"-1,142.00",0.00,-2.35,100,SPX,12/16/22,6000.0,CALL,142723437
2021-04-09T21:22:06.529CEST,Trade,SELL_TO_CLOSE,SPX   221216C04700000,Equity Option,Sold 1 SPX 12/16/22 Call 4700.00 @ 125.26,"12,526.00",1,"12,526.00",0.00,-0.782,100,SPX,12/16/22,4700.0,CALL,142723437
2021-04-09T20:55:45.817CEST,Trade,SELL_TO_CLOSE,SPX   221216C04700000,Equity Option,Sold 2 SPX 12/16/22 Call 4700.00 @ 124.23,"24,846.00",2,"12,423.00",0.00,-1.574,100,SPX,12/16/22,4700.0,CALL,142721161
2021-04-09T20:55:45.815CEST,Trade,BUY_TO_CLOSE,SPX   221216C06000000,Equity Option,Bought 6 SPX 12/16/22 Call 6000.00 @ 11.41,"-6,846.00",6,"-1,141.00",0.00,-4.71,100,SPX,12/16/22,6000.0,CALL,142721161
2021-04-05T17:29:38.430CEST,Trade,SELL_TO_CLOSE,SPX   211217C04300000,Equity Option,Sold 6 SPX 12/17/21 Call 4300.00 @ 107.35,"64,410.00",6,"10,735.00",0.00,-4.722,100,SPX,12/17/21,4300.0,CALL,141579934
2021-04-05T17:29:38.430CEST,Trade,BUY_TO_CLOSE,SPX   211217C03900000,Equity Option,Bought 2 SPX 12/17/21 Call 3900.00 @ 333.55,"-66,710.00",2,"-33,355.00",0.00,-1.57,100,SPX,12/17/21,3900.0,CALL,141579934
2021-04-05T17:07:09.439CEST,Trade,BUY_TO_CLOSE,SPX   221216C06000000,Equity Option,Bought 9 SPX 12/16/22 Call 6000.00 @ 10.03,"-9,027.00",9,"-1,003.00",0.00,-7.06,100,SPX,12/16/22,6000.0,CALL,141565317
2021-04-05T17:07:09.438CEST,Trade,SELL_TO_CLOSE,SPX   221216C04700000,Equity Option,Sold 3 SPX 12/16/22 Call 4700.00 @ 111.99,"33,597.00",3,"11,199.00",0.00,-2.356,100,SPX,12/16/22,4700.0,CALL,141565317
2021-04-01T19:09:17.986CEST,Trade,BUY_TO_OPEN,SPX   221216C04700000,Equity Option,Bought 2 SPX 12/16/22 Call 4700.00 @ 98.15,"-19,630.00",2,"-9,815.00",-2.00,-1.57,100,SPX,12/16/22,4700.0,CALL,141311256
2021-04-01T19:09:17.981CEST,Trade,SELL_TO_OPEN,SPX   221216C04200000,Equity Option,Sold 2 SPX 12/16/22 Call 4200.00 @ 269.15,"53,830.00",2,"26,915.00",-2.00,-1.574,100,SPX,12/16/22,4200.0,CALL,141311256
2021-04-01T16:32:07.643CEST,Trade,BUY_TO_CLOSE,SPX   211217C04900000,Equity Option,Bought 10 SPX 12/17/21 Call 4900.00 @ 8.80,"-8,800.00",10,-880.00,0.00,-7.85,100,SPX,12/17/21,4900.0,CALL,141213147
2021-04-01T16:31:32.662CEST,Trade,BUY_TO_CLOSE,SPX   211217C04900000,Equity Option,Bought 15 SPX 12/17/21 Call 4900.00 @ 8.77,"-13,155.00",15,-877.00,0.00,-11.77,100,SPX,12/17/21,4900.0,CALL,141212568
2021-04-01T16:31:32.659CEST,Trade,SELL_TO_CLOSE,SPX   211217C04300000,Equity Option,Sold 5 SPX 12/17/21 Call 4300.00 @ 86.31,"43,155.00",5,"8,631.00",0.00,-3.93,100,SPX,12/17/21,4300.0,CALL,141212568
